repo_name,ref,path,symlink_target,docker_base_image
nexdatas/selector,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye
jakubvalenta/video-pi,refs/heads/master,debian/Dockerfile,,buster
c0b/docker-erlang-otp,refs/heads/master,18/slim/Dockerfile,,stretch
ximion/appstream-glib,refs/heads/master,contrib/ci/Dockerfile-debian-stretch,,stretch
rob-h-w/PocketMine-MP-docker,refs/heads/master,Dockerfile,,stretch
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch
krmcbride/dockerfiles,refs/heads/master,src/main/debian/bullseye/Dockerfile.base,,bullseye
nixys/nxs-fw-ctl,refs/heads/master,build-pkgs-conf/pkg/general/usr/share/nxs-fw-ctl/tpls/1.14/new-proj-tpl/build-pkgs-conf/docker/debian-general/Dockerfile_tpl,,9
nixys/nxs-fw-ctl,refs/heads/master,build-pkgs-conf/pkg/general/usr/share/nxs-fw-ctl/tpls/1.14/new-proj-tpl/build-pkgs-conf/docker/debian-9/Dockerfile_tpl,,9
jfrazelle/dockerfiles,refs/heads/master,vagrant/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,vagrant/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,vagrant/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,vagrant/Dockerfile,,bullseye
iaroki/dockerfiles,refs/heads/master,popcorntime/Dockerfile,,stretch
heikoengel/docker-ci-containers,refs/heads/master,latex-gnuplot-inkscape_debian9/Dockerfile,,stretch
hengeldev/docker-ci-containers,refs/heads/master,latex-gnuplot-inkscape_debian9/Dockerfile,,stretch
linuxfrorg/linuxfr.org,refs/heads/master,deployment/linuxfr-img/Dockerfile,,stretch
Stackdriver/agent-packaging,refs/heads/master,build/x86_64_buster/Dockerfile,,buster
0xbb/apple_set_os.efi,refs/heads/master,Dockerfile,,stretch
uxbox/uxbox,refs/heads/master,docker/devenv/Dockerfile,,buster
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_user_home,,9.11
revive/bamboo-shoot3,refs/heads/master,ci-tasks/buster-gcc8/Dockerfile,,buster
serpilliere/miasm,refs/heads/master,Dockerfile,,buster
cea-sec/miasm,refs/heads/master,Dockerfile,,buster
firebase/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/git/2.29.1/Dockerfile,,buster
ricardorsierra/dockerfiles,refs/heads/master,sublime-text-3/Dockerfile,,bullseye
adaliszk/benchmark-php-cli,refs/heads/master,docker/env/7.0/Dockerfile-ext-dynamic,,stretch
Nascom/operate-dockerfiles,refs/heads/master,apache/Dockerfile,,bullseye
mrorgues/dockerfiles,refs/heads/master,opensc2k/Dockerfile,,stretch
XCSoar/mapgen,refs/heads/master,container/frontend/Dockerfile,,bullseye
pszemus/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
mdedonno1337/TPS,refs/heads/master,Dockerfile,,10
konstruktoid/dockerfiles,refs/heads/master,gparted/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,gparted/Dockerfile,,buster
Trim/acme-dns-tiny,refs/heads/master,docker/buster/Dockerfile,,buster
knmnyn/ParsCit,refs/heads/master,Dockerfile,,buster
sjtug/mirror-docker,refs/heads/v2,git-http-backend/Dockerfile,,9
ejona86/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_php7/Dockerfile,,9
Danack/docs,refs/heads/master,docker/nginx/Dockerfile,,9
das-labor/panopticon,refs/heads/master,pkg/debian/Dockerfile.debian,,stretch
flanfly/panopticon,refs/heads/master,pkg/debian/Dockerfile.debian,,stretch
selim13/docker-automysqlbackup,refs/heads/master,test/Dockerfile,,buster
nexdatas/tools,refs/heads/develop,.ci/debian10_py3/Dockerfile,,buster
GoogleContainerTools/kaniko,refs/heads/main,integration/dockerfiles/Dockerfile_test_metadata,,10.2
ElektraInitiative/libelektra,refs/heads/master,scripts/dev/.devcontainer/Dockerfile,,bullseye
mpranj/libelektra,refs/heads/master,scripts/dev/.devcontainer/Dockerfile,,bullseye
google/or-tools,refs/heads/stable,tools/docker/test/amd64/debian-10/java.Dockerfile,,10
firebase/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_python/Dockerfile,,stretch
firebase/grpc,refs/heads/master,tools/dockerfile/interoptest/grpc_interop_pythonasyncio/Dockerfile,,stretch
tprrt/dockers,refs/heads/master,debian-buildroot/Dockerfile,,bullseye
heikoengel/docker-ci-containers,refs/heads/master,libpda_debian9/Dockerfile,,stretch
hengeldev/docker-ci-containers,refs/heads/master,libpda_debian9/Dockerfile,,stretch
ejona86/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
jtattermusch/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
ctiller/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
ejona86/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
stanley-cheung/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
jtattermusch/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
grpc/grpc-ios,refs/heads/main,native_src/tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
donnadionne/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
ctiller/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
grpc/grpc,refs/heads/master,tools/dockerfile/distribtest/cpp_stretch_aarch64_cross_x64/Dockerfile,,stretch
oboukili/dockers,refs/heads/master,ansible/debian9/Dockerfile,,stretch
BioContainers/containers,refs/heads/master,vg/1.23.0-plusds-1-deb/Dockerfile,,bullseye
BioDocker/containers,refs/heads/master,vg/1.23.0-plusds-1-deb/Dockerfile,,bullseye
nexdatas/recselector,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch
muccg/docker-bind,refs/heads/master,Dockerfile,,stretch
0qdk4o/abegin,refs/heads/master,docker/base/Dockerfile-local,,stretch
Perl/docker-perl,refs/heads/master,eol/5.008.009-slim-buster/Dockerfile,,buster
javier-ruiz-b/docker-rasppi-images,refs/heads/master,certbot/Dockerfile,,stretch
mviereck/kaptain,refs/heads/master,Dockerfile.staticqt4_debian,,buster
IBBD/dockerfile-python,refs/heads/master,python2/tensorflow/Dockerfile,,stretch
gcamerli/docker_sgminer_amd64,refs/heads/master,Dockerfile,,stretch
ewxrjk/rsbackup,refs/heads/master,docker/rsbdebian10/Dockerfile,,buster
GoogleCloudPlatform/selkies-vdi,refs/heads/master,images/pulseaudio/Dockerfile,,buster
mrorgues/dockerfiles,refs/heads/master,gpodder/Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,gimp/Dockerfile,,stretch
ejona86/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/test/cxx_buster_x64/Dockerfile,,buster
saneax/dockerfiles,refs/heads/master,pms/Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/ghostscript/9.53.3/Dockerfile,,stretch
vulhub/vulhub,refs/heads/master,base/goahead/5.1.4/Dockerfile,,buster
jfrazelle/dockerfiles,refs/heads/master,lynx/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,lynx/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,lynx/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,lynx/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,lynx/Dockerfile,,bullseye
panubo/docker-php-apache,refs/heads/master,debian9/Dockerfile,,9
Papierkorb/bindgen,refs/heads/master,ci/Dockerfile.debian,,stretch
uq-eresearch/archaeology-reference-collections,refs/heads/master,Dockerfile,,9
MSHE-Ledoux/georchestra-geosync,refs/heads/geosync,docker/ssh_data/Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,debootstrap/Dockerfile,,stretch
uber/kraken,refs/heads/master,docker/herd/Dockerfile,,10
jucacrispim/toxicbuild,refs/heads/master,build-images/debian/Dockerfile-debian-go-1.14,,buster
embeddedfactor/node-mifare,refs/heads/master,tools/Dockerfile.linux,,stretch
fiksn/kubestart,refs/heads/master,Dockerfile,,stretch
bagage/cadastre-conflation,refs/heads/master,imposm/Dockerfile,,bullseye
termbox/termbox,refs/heads/master,tests/Dockerfile,,10
braintree/braintree_dotnet,refs/heads/master,Dockerfile-mono,,buster
manfer/ivozprovider,refs/heads/bleeding,tests/docker/Dockerfile,,stretch
HubbleStack/Hubble,refs/heads/develop,pkg/dev/coreos/Dockerfile,,9
cachedout/barnacle,refs/heads/master,debian9/Dockerfile,,stretch
github/backup-utils,refs/heads/master,Dockerfile,,stretch
pni-libraries/libpnicore,refs/heads/develop,.ci/debian10/Dockerfile,,buster
koep/dockerfiles,refs/heads/master,vagrant/Dockerfile,,bullseye
c0b/docker-erlang-otp,refs/heads/master,21/slim/Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,"5.034.000-slim,threaded-buster/Dockerfile",,buster
lpenz/omnilint,refs/heads/devel,Dockerfile,,buster
Mindwerks/worldengine,refs/heads/master,Dockerfile,,stretch
envoyproxy/envoy,refs/heads/main,examples/brotli/Dockerfile-service,,buster
envoyproxy/envoy,refs/heads/main,examples/gzip/Dockerfile-service,,buster
mikey/skiboot,refs/heads/master,opal-ci/Dockerfile-debian-stretch,,stretch
pni-libraries/python-pni,refs/heads/develop,.ci/debian11_py3/Dockerfile,,bullseye
ziirish/burp-ui,refs/heads/master,docker/demo/docker-burp1/Dockerfile,,bullseye
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9-clang/Dockerfile,,9
SIGSEGV111/cl3,refs/heads/master,image-builder/infrabox/debian-9-gcc/Dockerfile,,9
Trim/acme-dns-tiny,refs/heads/master,docker/bullseye/Dockerfile,,bullseye
hpc/charliecloud,refs/heads/master,examples/obspy/Dockerfile,,buster
nexdatas/tools,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch
iaroki/dockerfiles,refs/heads/master,sublime/Dockerfile,,stretch
saneax/dockerfiles,refs/heads/master,traceroute/Dockerfile,,stretch
geefr/ParIO,refs/heads/master,Dockerfile,,9
jfrazelle/dockerfiles,refs/heads/master,nmap/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,nmap/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,nmap/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,nmap/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,nmap/Dockerfile,,bullseye
Parisson/TimeSide,refs/heads/master,Dockerfile,,buster
arcenik/docker-authfromhost,refs/heads/master,debian-stretch-slim/Dockerfile,,stretch
arcenik/docker-authfromhost,refs/heads/master,debian-stretch/Dockerfile,,stretch
dropz-one/docker-mailer,refs/heads/master,Dockerfile,,stretch
Perl/docker-perl,refs/heads/master,eol/5.028.003-slim-buster/Dockerfile,,buster
Perl/docker-perl,refs/heads/master,"eol/5.008.009-slim,threaded-buster/Dockerfile",,buster
nemequ/simde,refs/heads/master,test/docker/Dockerfile.s390x,,bullseye
ikiPZdU6UP3Gra/qnap-intel-docker-plex,refs/heads/master,Dockerfile,,stretch
mickem/nscp,refs/heads/master,build/docker/debian-9/Dockerfile,,9
goldmann/dockerfiles,refs/heads/master,prosody/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,pms/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,pms/Dockerfile,,buster
firebase/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,10
jboeuf/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,10
MomsFriendlyRobotCompany/mote,refs/heads/master,debian-docker/Dockerfile,,buster
Danack/SlimAurynInvoker,refs/heads/master,docker/nginx/Dockerfile,,9
el-bart/mini,refs/heads/master,3d_cube/sdk/Dockerfile,,11
el-bart/mini,refs/heads/master,callendar_hook/sdk/Dockerfile,,11
el-bart/mini,refs/heads/master,vacuum_cleaner_reduction/sdk/Dockerfile,,11
el-bart/mini,refs/heads/master,battery_dispenser/sdk/Dockerfile,,11
kaliop/docker-images,refs/heads/master,php/7.1/Dockerfile,,stretch
Aedius/crowfall-royaumes-eternel,refs/heads/master,docker/nginx/Dockerfile,,stretch
Meisterschueler/ogn-python,refs/heads/master,deployment/docker/ogn-pg-importer/Dockerfile,,bullseye
coetzeer/ansible-seedbox,refs/heads/master,tests/Dockerfile.debian-9,,9
alanbrent/dockerfiles,refs/heads/master,icedove/Dockerfile,,stretch
quiltdata/quilt-compiler,refs/heads/master,s3-proxy/Dockerfile,,buster
quiltdata/quilt,refs/heads/master,s3-proxy/Dockerfile,,buster
backface/turtleCloud,refs/heads/master,Dockerfile,,buster
firebase/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.7_x64/Dockerfile,,stretch
liuchong/docker-rustup,refs/heads/master,dockerfiles/nightly/Dockerfile,,buster
palerikm/notice,refs/heads/master,Dockerfile,,stretch
alanbrent/dockerfiles,refs/heads/master,nginx-extras/Dockerfile,,stretch
f-droid/fdroidserver,refs/heads/master,buildserver/Dockerfile,,stretch
fdroidtravis/fdroidserver,refs/heads/master,buildserver/Dockerfile,,stretch
liuchong/docker-rustup,refs/heads/master,dockerfiles/nightly_musl/Dockerfile,,buster
Tekstove/Tekstove-api,refs/heads/master,docker/php/Dockerfile,,10
phusion/passenger_apt_automation,refs/heads/master,docker-images/testbox-debian-9/Dockerfile,,9
arcenik/docker-authfromhost,refs/heads/master,debian-buster/Dockerfile,,buster
instrumentisto/docker-mailserver,refs/heads/master,images/opendmarc/Dockerfile,,stretch
Brocco/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
StephenFluin/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
jasonaden/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
mprobst/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
vikerman/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
petebacondarwin/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
Toxicable/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
snaptech/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
alexeagle/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
mhevery/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
mlaval/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
matsko/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
sarunint/angular,refs/heads/master,aio/aio-builds-setup/dockerbuild/Dockerfile,,stretch
apluslms/grading-base,refs/heads/master,Dockerfile,,bullseye
DigitalPandacoin/pandacoin,refs/heads/master,scripts/docker/debian/Dockerfile-stretch,,stretch
nexdatas/writer,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch
alex65536/tester-web,refs/heads/master,build/image/Dockerfile,,9.4
iaroki/dockerfiles,refs/heads/master,chromium/Dockerfile,,stretch
gwu-libraries/sfm-docker,refs/heads/master,Dockerfile-data,,buster
konstruktoid/dockerfiles,refs/heads/master,slapd/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,slapd/Dockerfile,,buster
kaethorn/mp3-report,refs/heads/master,Dockerfile,,stretch
ETrun/ETrun,refs/heads/master,Dockerfile.build,,stretch
r0mdau/docker-images,refs/heads/main,debian/buster/apache2-php7/Dockerfile,,buster
liuchong/docker-rustup,refs/heads/master,dockerfiles/plus/Dockerfile,,buster
nexdatas/configserver-db,refs/heads/master,.travis/debian10_py3/Dockerfile,,buster
getong/docker-erlang-otp,refs/heads/master,18/slim/Dockerfile,,stretch
girving/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
kobejean/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
hehongliang/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
alshedivat/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
seanli9jan/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
snnn/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
xodus7/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
AnishShah/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
dancingdan/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
dongjoon-hyun/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
brchiu/tensorflow,refs/heads/master,tensorflow/tools/dockerfiles/assembler.Dockerfile,,stretch
sramazzina/docker,refs/heads/master,debian-base/Dockerfile,,9.9
jtattermusch/grpc,refs/heads/master,tools/dockerfile/test/ruby_buster_x64/Dockerfile,,buster
drothmaler/pi-gen,refs/heads/dev,Dockerfile,,stretch
brindosch/pi-gen,refs/heads/dev,Dockerfile,,stretch
vjpai/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
donnadionne/grpc,refs/heads/master,tools/dockerfile/grpc_clang_tidy/Dockerfile,,bullseye
qmsk/pngtile,refs/heads/master,Dockerfile.python,,stretch
dmtucker/ogbox,refs/heads/master,Dockerfile,,stretch
vixns/marathon-lb,refs/heads/master,Dockerfile,,buster
grpc/grpc-ios,refs/heads/main,native_src/third_party/protobuf/kokoro/linux/dockerfile/test/ruby/Dockerfile,,stretch
liuchong/docker-rustup,refs/heads/master,dockerfiles/stable/Dockerfile,,buster
mageddo/bookmark-notes,refs/heads/master,Dockerfile.ci,,10
jbuddha/OpenRank,refs/heads/master,framework/cpp/Dockerfile,,stretch
saneax/dockerfiles,refs/heads/master,debootstrap/Dockerfile,,stretch
leandrosansilva/jacodoma,refs/heads/master,docker_image/Dockerfile,,stretch
nexdatas/configtool,refs/heads/develop,.ci/debian10_py2/Dockerfile,,buster
rroart/stockstat,refs/heads/master,docker/tensorflow/classify/Dockerfile,,stretch
mvdriel/php-crud-api,refs/heads/master,docker/debian9/Dockerfile,,9
johnsandiford/dockerfiles,refs/heads/master,lilyterm/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/lilyterm/Dockerfile,,buster
LACNIC/virtualized-appliances,refs/heads/master,fort-validator.docker/fort-1.1.2/Dockerfile,,buster
vulhub/vulhub,refs/heads/master,base/goahead/4.1.2/Dockerfile,,buster
carl-mastrangelo/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
sreecha/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
endlessm/chromium-browser,refs/heads/master,third_party/grpc/src/tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
mehrdada/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_3.6_x64/Dockerfile,,stretch
dzc34/Contrast-Finder,refs/heads/develop,docker/pre-requisites/pre-requisites_Debian-9_tomcat-8.5/Dockerfile,,9
ajhaydock/dockerfiles,refs/heads/master,texlive/Dockerfile,,stretch
Electronic-Gulden-Foundation/eguldend-docker,refs/heads/master,Dockerfile,,buster
brianrob/coretests,refs/heads/master,managed/time_to_main/docker/mono_aot_nollvm/Dockerfile,,stretch
hkbakke/rsync-backup,refs/heads/master,Dockerfile,,stretch
tango-controls/cppTango,refs/heads/tango-9-lts,.travis/debian9/Dockerfile,,stretch
ximion/appstream,refs/heads/master,tests/ci/Dockerfile-debian-stable,,bullseye
google/privacy-sandbox-aggregation-service,refs/heads/main,cloudbuild/bazel-build-container/Dockerfile,,buster
inhere/dockerenv,refs/heads/master,dockerfiles/base/debain-slim.Dockerfile,,stretch
newnius/Dockerfiles,refs/heads/master,mega/Dockerfile,,9
Brainfood-com/docker-image-recipes,refs/heads/master,postfix/Dockerfile,,stretch
konstruktoid/dockerfiles,refs/heads/master,android-tools/Dockerfile,,buster
rothgar/dockerfiles,refs/heads/master,android-tools/Dockerfile,,buster
opencomputeproject/onie,refs/heads/master,contrib/build-env/Dockerfile,,9
johnsandiford/dockerfiles,refs/heads/master,gcc/Dockerfile,,buster
mmatoscom/Dockerfiles,refs/heads/master,jessfraz/gcc/Dockerfile,,buster
ejona86/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
jtattermusch/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
nicolasnoble/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
vjpai/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
donnadionne/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
ctiller/grpc,refs/heads/master,tools/dockerfile/grpc_clang_format/Dockerfile,,bullseye
Perl/docker-perl,refs/heads/master,eol/5.012.005-slim-buster/Dockerfile,,buster
nexdatas/configtool,refs/heads/develop,.ci/debian9_py3/Dockerfile,,stretch
km45/ansible_for_ubuntu,refs/heads/master,src/playbooks/roles/hadolint/molecule/default/files/NG.Dockerfile,,10
keopx/docker-apache-php,refs/heads/master,7.4/Dockerfile,,buster
mehrdada/grpc,refs/heads/master,tools/dockerfile/test/sanity/Dockerfile,,stretch
adamdecaf/cert-manage,refs/heads/master,test/envs/debian/Dockerfile,,9
William-Yeh/docker-ansible,refs/heads/master,mini-debian9/Dockerfile,,9
richardforth/apache2buddy,refs/heads/staging,Dockerfiles_Testing_Only/Debian_10/Dockerfile,,10
StamusNetworks/scirius,refs/heads/master,ui/Dockerfile.ui.dev,,buster
crops/yocto-dockerfiles,refs/heads/master,dockerfiles/debian/debian-10/debian-10-base/Dockerfile,,10
amir73il/xfstests-bld,refs/heads/overlayfs-devel,Dockerfile,,stretch
SaschaDittmann/docker-images,refs/heads/master,rclient/3.3.3/Dockerfile.Debian,,stretch
el-bart/beamer_cpp,refs/heads/master,sdk/Dockerfile,,11.1
useiichi/docker-versatile-postfix,refs/heads/master,Dockerfile,,stretch
deitch/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
konstruktoid/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
ndauten/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
YuPengZTE/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
linuxkit/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
rn/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
eyz/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
mor1/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
kencochrane/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
zx2c4/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
yankcrime/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
thebsdbox/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
davefreitag/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
djs55/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
furious-luke/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
radu-matei/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
JohnnyLeone/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
samoht/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
justincormack/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
t-koulouris/linuxkit,refs/heads/master,tools/guestfs/Dockerfile,,stretch
crazy-max/csgo-server-launcher,refs/heads/master,Dockerfile,,bullseye
muxi/grpc,refs/heads/master,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
firebase/grpc-SwiftPM,refs/heads/main,tools/dockerfile/test/python_stretch_default_x64/Dockerfile,,stretch
MatthewVance/unbound-docker,refs/heads/master,1.6.8/Dockerfile,,stretch
CyCoreSystems/docker-meteor,refs/heads/master,Dockerfile,,stretch
joelnb/dumb-init-docker,refs/heads/master,debian-bullseye/Dockerfile,,bullseye
jfrazelle/dockerfiles,refs/heads/master,gparted/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,gparted/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,gparted/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,gparted/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,gparted/Dockerfile,,bullseye
certsocietegenerale/fame,refs/heads/master,docker/Dockerfile,,stretch
jfrazelle/dockerfiles,refs/heads/master,texlive/Dockerfile,,bullseye
ricardorsierra/dockerfiles,refs/heads/master,texlive/Dockerfile,,bullseye
jessfraz/dockerfiles,refs/heads/master,texlive/Dockerfile,,bullseye
michael-k/dockerfiles-jfrazelle,refs/heads/master,texlive/Dockerfile,,bullseye
koep/dockerfiles,refs/heads/master,texlive/Dockerfile,,bullseye
dragonfly-science/docker.dragonfly.co.nz,refs/heads/master,Dockerfile,,10
sorig/shogun,refs/heads/develop,configs/shogun-sdk/Dockerfile,,stretch
jeremyletang/whl-puller,refs/heads/master,docker/Dockerfile-build,,stretch
ddongchen/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
squeed/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
nelcy/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
gaocegege/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
WanLinghao/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
gosharplite/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
luciddreamz/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
jiulongzaitian/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
hferentschik/origin,refs/heads/master,vendor/k8s.io/kubernetes/cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
mtanino/kubernetes,refs/heads/master,cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile,,stretch
