repo_name,ref,path,symlink_target
Percona-QA/package-testing,refs/heads/master,molecule/pbm/install/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/psmdb40-upgrade-to/molecule/default/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pdmysql/pdpxc-minor-upgrade/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pdmysql/pdps-setup/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pdmysql/pdps-minor-upgrade/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/ps-innodb-cluster/playbooks/prepare.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pdmysql/pdpxc-setup/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pdmysql/pdpxc/playbooks/cleanup.yml,
Percona-QA/package-testing,refs/heads/master,molecule/pbm/upgrade/playbooks/cleanup.yml,
samuelclay/NewsBlur,refs/heads/master,ansible/playbooks/setup_root.yml,
bmoore-msft/azure-quickstart-templates,refs/heads/master,application-workloads/grafana/Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
ptisserand/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
wenhuizhang/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
kurron/aws-open-vpn,refs/heads/master,ansible/playbook.yml,
sogelink/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
samhodgkinson/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
stevenlivz/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
stevenlivz/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
asheniam/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
drwahl/dhc-kolla-bootstrap,refs/heads/master,main.yaml,
hmcmooc/ec2-edx-configuration,refs/heads/master,playbooks/edx-east/gerrit_deploy.yml,
hmcmooc/ec2-edx-configuration,refs/heads/master,playbooks/edx-east/create_dbs.yml,
heytrav/compose-drs,refs/heads/master,ansible/create-gitlab-hosts.yml,
andykillinger/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
andykillinger/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
ansible-city/nginx,refs/heads/develop,tests/vagrant/test.yml,
sabbour/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
sabbour/azure-quickstart-templates,refs/heads/master,101-Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
gseverina/ubp-lab4-2016,refs/heads/master,deploy/playbooks/docker.yml,
gseverina/ubp-lab4-2016,refs/heads/master,deploy/playbooks/deploy_services.yml,
gseverina/ubp-lab4-2016,refs/heads/master,deploy/playbooks/web.yml,
msimonin/vagrant-g5k,refs/heads/master,examples/gitlab/main.yml,
ninarn/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
ninarn/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
yanyao/openstack-deployment,refs/heads/master,playbooks/utility-install.yml,
sookocheff/zookeeper-ansible,refs/heads/master,provision.yml,
henrik-farre/ansible,refs/heads/master,setup.yml,
henrik-farre/ansible,refs/heads/master,update-system.yml,
major/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
yuezh/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
yuezh/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
jbeezley/girder,refs/heads/master,devops/ansible-role-girder/molecule/ansible-module/prepare.yml,
jbeezley/girder,refs/heads/master,devops/ansible-role-girder/molecule/default/prepare.yml,
rahimbouchra/DevOps,refs/heads/master,Ansible/idp-ldap.yml,
rahimbouchra/DevOps,refs/heads/master,Ansible/liferay-csgf.yml,
potterhe/ansible-shadowsocks,refs/heads/master,do_shadowsocks.yml,
rgardner/dotfiles,refs/heads/main,ansible/playbook.yml,
open-power-ref-design/os-services,refs/heads/master,changes/openstack-ansible/playbooks/setup-pkvm.yml,
open-power-ref-design/os-services,refs/heads/master,osa/playbooks/pre-deploy.yml,
alinefr/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
alinefr/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
sys0dm1n/ansible-varnish-wordpress,refs/heads/master,varnish-install.yml,
fancyhe/ursula,refs/heads/master,envs/example/swift-rhel/playbooks/predeploy.yml,
fancyhe/ursula,refs/heads/master,playbooks/vagrant/predeploy.yml,
fancyhe/ursula,refs/heads/master,playbooks/install_deb_package.yml,
fancyhe/ursula,refs/heads/master,playbooks/ci-allinone/tasks/pre-deploy.yml,
fancyhe/ursula,refs/heads/master,playbooks/ci-full-ubuntu/tasks/pre-deploy.yml,
fancyhe/ursula,refs/heads/master,playbooks/ci-ceph-swift-ubuntu/tasks/pre-deploy.yml,
fancyhe/ursula,refs/heads/master,playbooks/remove_controller_services/tasks/main.yml,
fancyhe/ursula,refs/heads/master,upgrade.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/three-in-one.yaml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/kubernetes-with-kubeadm/create-kubernetes-hosts.yaml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/sot-masterclass.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/all-in-one.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/xenial-python2-bootstrap/create-pre-tasks-raw.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/xenial-python2-bootstrap/create-ssh.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/xenial-python2-bootstrap/create-python-interpreter.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/xenial-python2-bootstrap/create-cloud-init.yml,
catalyst/catalystcloud-ansible,refs/heads/master,example-playbooks/docker-swarm-mode/create-swarm-hosts.yaml,
openforis/sepal,refs/heads/master,config-generator/provision.yml,
sigmavirus24/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
sookocheff/imply-ansible,refs/heads/master,provision.yml,
Slezhuk/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
Astutech/ansible-tasks,refs/heads/master,playbooks/django_setup.yml,
Astutech/ansible-tasks,refs/heads/master,playbooks/roles/postfix/tasks/main.yml,
Astutech/ansible-tasks,refs/heads/master,playbooks/update.yml,
mukulkgupta/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
mukulkgupta/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
jlund/streisand,refs/heads/master,playbooks/provider-detect.yml,
sansible/zookeeper,refs/heads/develop,molecule/default/prepare.yml,
sivel/ansible-samples,refs/heads/master,rax-parted-lvm.yml,
huxoll/huxoll-dev-vm,refs/heads/master,dev-vm.yaml,
RackSec/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
kurron/ansible-pull-operations,refs/heads/master,playbook.yml,
jordiclariana/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
wilsonianb/dice-tower-top-ten,refs/heads/master,ansible/webapp.yml,
erwilan/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
keichan34/wp-nginx-hhvm-mariadb,refs/heads/master,provisioning/services/mariadb/mariadb.yml,
keichan34/wp-nginx-hhvm-mariadb,refs/heads/master,provisioning/services/hhvm/hhvm.yml,
keichan34/wp-nginx-hhvm-mariadb,refs/heads/master,provisioning/tools/wp_cli/wp_cli.yml,
keichan34/wp-nginx-hhvm-mariadb,refs/heads/master,provisioning/services/memcached/memcached.yml,
bbatsche/Vagrant-Setup,refs/heads/master,ansible/playbooks/vagrant/site/magento.yml,
vorasagar7/sp17-i524,refs/heads/master,project/S17-IR-P014/ansible/deploy.yml,
att-esst/osa-prep,refs/heads/master,purge-cluster.yml,
mabsimms/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
mabsimms/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
aioue/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
AsraFatima/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
AsraFatima/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
sys0dm1n/ansible-postfix,refs/heads/master,postfix-install.yml,
ansyble/play-defocus,refs/heads/master,webservers.yml,
j-griffith/stackbooks,refs/heads/master,active_active_configure.yml,
irahopkinson/appdev_linux,refs/heads/master,mysql.yml,
irahopkinson/appdev_linux,refs/heads/master,dev.yml,
stevenharradine/SARAH-media,refs/heads/master,playbook.yml,
kotzenjh/DCOS-JSON,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
kotzenjh/DCOS-JSON,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
apigee/ansible-opdk-accelerator,refs/heads/master,infrastructure/gce-management/apigee-edge-tf/gce-create.yml,
rgeraads/es-learning,refs/heads/master,ansible/playbook.yml,
asquarezone/AnsibleZone,refs/heads/master,Oct21/tomcat9/tomcat9.yml,
asquarezone/AnsibleZone,refs/heads/master,May21/Ansible/apacheserver/apache.yaml,
asquarezone/AnsibleZone,refs/heads/master,Dec20/IntroToPlaybooks/tomcat8-gol/gol-playbook.yaml,
asquarezone/AnsibleZone,refs/heads/master,Dec20/AdvancedScenarios/multienv/main.yaml,
asquarezone/AnsibleZone,refs/heads/master,May21/tomcat9/tomcat9-deploy.yaml,
asquarezone/AnsibleZone,refs/heads/master,Dec20/AdvancedScenarios/tomcat/tomcat_ubuntu.yaml,
asquarezone/AnsibleZone,refs/heads/master,Dec20/IntroToPlaybooks/install-lamp/lamp-playbook.yaml,
shanemcd/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
sidkri/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
Libbum/oration,refs/heads/master,staging/staging.yml,
ansible/ansible-lockdown,refs/heads/master,meltdown-spectre-linux.yml,
hongaar/chaos,refs/heads/master,ansible/apt.yml,
jsaintrocc/ceph-ansible,refs/heads/master,infrastructure-playbooks/purge-docker-cluster.yml,
jsaintrocc/ceph-ansible,refs/heads/master,infrastructure-playbooks/purge-cluster.yml,
apachipa/Azure-JSON-Custom,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
apachipa/Azure-JSON-Custom,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
Inspq/ansible,refs/heads/inspq,test/utils/docker/httptester/httptester.yml,
traveloka/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
grwilson/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
grwilson/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
le9i0nx/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
jimdial/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
jimdial/azure-quickstart-templates,refs/heads/master,101-Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
evertonmc/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
evertonmc/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
robotechredmond/azure-quickstart-templates,refs/heads/master,101-Telegraf-InfluxDB-Grafana/scripts/Configfiles/ansible/docker_install.yml,
robotechredmond/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
drybjed/ginas,refs/heads/master,playbooks/roles/debops.apt_preferences/meta/main.yml,
drybjed/ginas,refs/heads/master,playbooks/bootstrap.yml,
drybjed/ginas,refs/heads/master,playbooks/common.yml,
ukinahan/azure,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
ukinahan/azure,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
medlefsen/ansible-test,refs/heads/master,roles/ceph-osd/playbooks/data-dir.yml,
zengenti/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
marwako90/entebe,refs/heads/master,one.yml,
briancurtin/rpc-maas,refs/heads/master,playbooks/maas-tigkstack-grafana.yml,
briancurtin/rpc-maas,refs/heads/master,playbooks/maas-tigkstack-telegraf.yml,
briancurtin/rpc-maas,refs/heads/master,playbooks/maas-tigkstack-influxdb.yml,
AgentMeerkat/ansible-nginx-basic,refs/heads/master,web-tls.yml,
AgentMeerkat/ansible-nginx-basic,refs/heads/master,web-notls.yml,
puneetsaraswat/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
hut8/build-machine,refs/heads/master,provision.yml,
eukaryote31/chaos,refs/heads/master,ansible/apt.yml,
dgarros/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
GFDRR/Nepal-Geonode,refs/heads/master,playbook.yml,
alvaroaleman/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
novatechweb/ansible-virtd-docker-mariadb-bacula-nginx,refs/heads/master,roles/buildbot-worker-ntel/molecule/default/prepare.yml,
novatechweb/ansible-virtd-docker-mariadb-bacula-nginx,refs/heads/master,roles/buildbot-master/molecule/default/prepare.yml,
sivaedupuganti/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
sivaedupuganti/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
locationlabs/cookiecutter-ansible-deploy,refs/heads/master,{{cookiecutter.project_name}}/{{cookiecutter.project_name}}.yml,
jreid143/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
rockaja/ansible_install_awscli,refs/heads/master,default/main.yml,
rockaja/ansible_install_awscli,refs/heads/master,default/main_1.yml,
wilvk/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
petemounce/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
ganto/debops,refs/heads/master,ansible/playbooks/tools/upgrade-reboot.yml,
ganto/debops,refs/heads/master,ansible/playbooks/tools/dist-upgrade.yml,
wolfeidau/ansible-vim-role,refs/heads/master,playbook.yml,
ansible-city/datadog,refs/heads/develop,tests/vagrant/test.yml,
OndrejHome/fast-vm,refs/heads/master,build_packages/build_debs.yaml,
aborrero/ansible-playbooks,refs/heads/master,playbooks/firewall/firewall.yml,
aborrero/ansible-playbooks,refs/heads/master,playbooks/debian-security-updates/debian-security-updates.yml,
mi8882255/ansible_postgres_cluster,refs/heads/master,tasks/install.yml,
datascienceinc/data-science-toolkit,refs/heads/master,build/ansible/science.yml,
ScorpionResponse/freelancefinder,refs/heads/master,ansible/playbook.yml,
ScorpionResponse/freelancefinder,refs/heads/master,ansible_vagrant/control.yml,
djsilenceboy/LearnTest,refs/heads/master,Ansible_Test/VagrantServers2/VagrantUbuntu.yml,
djsilenceboy/LearnTest,refs/heads/master,Ansible_Test/VagrantServers2/VagrantUbuntu2.yml,
Milt0n/CRISPR-Exposed,refs/heads/master,configuration/playbooks/pipelines.yml,
Milt0n/CRISPR-Exposed,refs/heads/master,configuration/playbooks/python.yml,
Milt0n/CRISPR-Exposed,refs/heads/master,configuration/playbooks/webserver.yml,
ALM-Rangers/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
willthames/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
eastata/vagrant-ansible-owncloud,refs/heads/master,provisioning/debops-playbooks/playbooks/tools/dist-upgrade.yml,
qblake/weblog,refs/heads/master,provisioning/site.yml,
sys0dm1n/ansible-vzwatchd-install,refs/heads/master,vzwatchd-install.yml,
rgardler/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
patrickocoffeyo/meteor-ansible,refs/heads/master,tasks/provision.yml,
DataScienceToolbox/data-science-toolbox,refs/heads/master,playbook.yml,
jcalazan/ansible-django-stack,refs/heads/master,dbservers.yml,
jcalazan/ansible-django-stack,refs/heads/master,security.yml,
jcalazan/ansible-django-stack,refs/heads/master,webservers.yml,
jcalazan/ansible-django-stack,refs/heads/master,molecule/default/converge.yml,
jcalazan/ansible-django-stack,refs/heads/master,vagrant.yml,
ExchMaster/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
ExchMaster/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
lgfa29/configuration,refs/heads/master,playbooks/check_package_upgrades.yml,
thibaudbe/Vagrant-passenger-starter,refs/heads/master,vagrant/provisioning/playbook.yml,
pas256/bakery-examples,refs/heads/master,hello-world.yml,
cdavid/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
cdavid/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
vevurka/pbc,refs/heads/master,deployment/pankreator_deploy.yml,
nathanwinther/digitalocean-provision,refs/heads/master,www_playbook.yml,
nathanwinther/digitalocean-provision,refs/heads/master,util_playbook.yml,
RanHuang/Practice,refs/heads/master,ansible/examples/web/web-tls.yml,
RanHuang/Practice,refs/heads/master,ansible/examples/web/web-notls.yml,
detiber/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
richstep/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
richstep/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
albertomurillo/ceph-ansible,refs/heads/master,infrastructure-playbooks/purge-cluster.yml,
albertomurillo/ceph-ansible,refs/heads/master,infrastructure-playbooks/purge-docker-cluster.yml,
arsenvlad/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
arsenvlad/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
yisyang/win_vagrant_ansible_docker_experiment,refs/heads/master,provisioning/pb-sso-rj-ca.yml,
yisyang/win_vagrant_ansible_docker_experiment,refs/heads/master,provisioning/pb-misc-rj-ca.yml,
yisyang/win_vagrant_ansible_docker_experiment,refs/heads/master,provisioning/pb-dev-rj-ca.yml,
tomellis/ansible-rackspace,refs/heads/master,launch-server-and-config.yaml,
cimarron-pistoncloud/molecule,refs/heads/master,molecule/cookiecutter/verifier/goss/{{cookiecutter.repo_name}}/tests/test_default.yml,
leki75/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
okoliec/DevOps,refs/heads/master,Ansible/liferay-csgf.yml,
DamianTt/LastExampul,refs/heads/master,docker.yml,
robinandeer/ansible-miniconda,refs/heads/master,test.yml,
robinandeer/ansible-miniconda,refs/heads/master,main.yml,
robinandeer/ansible-miniconda,refs/heads/master,boxed.yml,
martindavid/amost-twitter-analytics,refs/heads/master,devops/ansible/playbooks/postgre.yml,
martindavid/amost-twitter-analytics,refs/heads/master,devops/ansible/playbooks/couchdb.yml,
martindavid/amost-twitter-analytics,refs/heads/master,devops/ansible/playbooks/webserver.yml,
martindavid/amost-twitter-analytics,refs/heads/master,devops/ansible/playbooks/harvester.yml,
OfflineWeb/dev-box-builder,refs/heads/master,common/install-build-tools.yml,
OfflineWeb/dev-box-builder,refs/heads/master,infrastructure/install-docker.yml,
nsathe/sp17-i524,refs/heads/master,project/S17-IR-P014/ansible/deploy.yml,
robb-romans/rpc-openstack,refs/heads/master,playbooks/configure-apt-sources.yml,
Volkanco/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
lisacheng/streisand,refs/heads/master,playbooks/google.yml,
heartsucker/securedrop,refs/heads/develop,molecule/builder-xenial/playbook.yml,
heartsucker/securedrop,refs/heads/develop,molecule/upgrade/side_effect.yml,
soarpenguin/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
UpstatePedro/web-languageforge,refs/heads/master,deploy/dev.yml,
irwins/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
irwins/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
singhkays/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
d34dh0r53/os-ansible-deployment,refs/heads/master,playbooks/utility-install.yml,
infOpen/ansible-role-airflow,refs/heads/develop,molecule/default/playbook.yml,
BertRaeymaekers/scrapbook,refs/heads/master,vagrant/mc0/playbook.yml,
HowNetWorks/hnwproxy,refs/heads/master,guestfiles/playbook.yml,
maxb931/jenkins,refs/heads/master,docker.yml,
UXE/edx-configuration,refs/heads/master,playbooks/edx-east/create_dbs.yml,
UXE/edx-configuration,refs/heads/master,playbooks/edx-east/gerrit_deploy.yml,
peterfschaadt/gce-maintenance-alerts,refs/heads/master,build/provision_alerts.yml,
halberom/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
Anonymouslemming/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
chrismeyersfsu/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
groovyobject/Ansible-Playbooks,refs/heads/master,choicepools.yml,
groovyobject/Ansible-Playbooks,refs/heads/master,charlesbutler.yml,
groovyobject/Ansible-Playbooks,refs/heads/master,ghostblog.yml,
kurron/aws-magni,refs/heads/master,playbook.yml,
joshuacox/ansible-docker-prototype,refs/heads/master,docker.yml,
ansistrano/deploy,refs/heads/master,test/setup.yml,
rfkrocktk/vagrant-gnupg-modern,refs/heads/master,ansible/playbook.yml,
solefaucet/sole-deployment,refs/heads/master,init.yml,
chrislondon/django-rest-skeleton-vagrant,refs/heads/master,provision/ansible.yml,
garbled1/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
panxia6679/ursula,refs/heads/master,playbooks/remove_controller_services/tasks/main.yml,
panxia6679/ursula,refs/heads/master,playbooks/ci-allinone/tasks/pre-deploy.yml,
panxia6679/ursula,refs/heads/master,playbooks/vagrant/predeploy.yml,
panxia6679/ursula,refs/heads/master,playbooks/ci-full/tasks/pre-deploy.yml,
panxia6679/ursula,refs/heads/master,upgrade.yml,
panxia6679/ursula,refs/heads/master,playbooks/ci-ceph_swift/tasks/pre-deploy.yml,
uday31in/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
uday31in/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
galaxyproject/infrastructure-playbook,refs/heads/main,env/galaxy/core.yml,
galaxyproject/infrastructure-playbook,refs/heads/main,env/mailman/listservers.yml,
conorsch/securedrop,refs/heads/develop,molecule/upgrade/side_effect.yml,
conorsch/securedrop,refs/heads/develop,install_files/ansible-base/securedrop-qa.yml,
conorsch/securedrop,refs/heads/develop,molecule/builder-focal/playbook.yml,
conorsch/securedrop,refs/heads/develop,molecule/builder-xenial/playbook.yml,
kurron/ansible-pull,refs/heads/master,playbook.yml,
DepthDeluxe/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
yencarnacion/zipWithCsvToPostgresVM,refs/heads/master,zipcsv.yml,
loles/solar,refs/heads/master,bootstrap/playbooks/pxe.yaml,
philon-msft/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
philon-msft/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
PIENews/freecoin,refs/heads/master,ops/stonecutter/stonecutter.yml,
MyPandaCloud/PandaAnsible,refs/heads/master,panda_install.yml,
MyPandaCloud/PandaAnsible,refs/heads/master,panda_https.yml,
AnsibleShipyard/ansible-chronos,refs/heads/master,ci/remove.yml,
markadev/dockalot,refs/heads/master,examples/mysql/mysql-5.7.yml,
diegoamc/ansible,refs/heads/master,gridftp_playbooks/globus_gridftp.yml,
diegoamc/ansible,refs/heads/master,book_examples/web-tls.yml,
defionscode/Baseline-Maker,refs/heads/master,AMI-maker.yaml,
scast/tarea3-devlabs,refs/heads/master,deploy/nginx/nginx.yml,
scast/tarea3-devlabs,refs/heads/master,deploy/util-install.yml,
scast/tarea3-devlabs,refs/heads/master,deploy/mongodb/mongodb.yml,
scast/tarea3-devlabs,refs/heads/master,deploy/setup.yml,
scast/tarea3-devlabs,refs/heads/master,deploy/etckeeper/etckeeper.yml,
scast/tarea3-devlabs,refs/heads/master,deploy/ssh/ssh.yml,
pelagos/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
pelagos/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_roles/rails.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,4.1-Ejemplo inventario/rails.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,3-Trabajo simple con Playbooks y modulos/rails.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_includes/install_nginx_and_passenger.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_includes/install_application.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_includes/install_rbenv.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_includes/upgrade_server.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_includes/install_mysql_server.yml,
AlvaroMaceda/CursoAnsible2017,refs/heads/master,6-Reutilizacion/Refactor_roles/upgrade_server.yml,
Verber/cloud-vms-performance-test,refs/heads/master,cloud_benchmark_provisioning.yml,
nirajdp76/ursula,refs/heads/master,playbooks/ci-ceph-swift-ubuntu/tasks/pre-deploy.yml,
nirajdp76/ursula,refs/heads/master,playbooks/install_deb_package.yml,
nirajdp76/ursula,refs/heads/master,playbooks/ci-allinone/tasks/pre-deploy.yml,
nirajdp76/ursula,refs/heads/master,playbooks/remove_controller_services/tasks/main.yml,
nirajdp76/ursula,refs/heads/master,playbooks/ci-full-ubuntu/tasks/pre-deploy.yml,
nirajdp76/ursula,refs/heads/master,playbooks/vagrant/predeploy.yml,
nirajdp76/ursula,refs/heads/master,envs/example/swift-rhel/playbooks/predeploy.yml,
nirajdp76/ursula,refs/heads/master,upgrade.yml,
kurron/terraform-experiment,refs/heads/master,playbook.yml,
sti-jans/openstack-ansible,refs/heads/master,playbooks/utility-install.yml,
strekmann/punchy,refs/heads/master,ansible/deploy.yaml,
Ecotrust/floodplain-restoration,refs/heads/master,deploy/provision.yml,
atm-maximep/dolibarr,refs/heads/develop,dev/ansible/deployplaybook/deploydev.yml,
paulramsey/ansible,refs/heads/master,playbooks/provision/control.yaml,
paulramsey/ansible,refs/heads/master,playbooks/provision/webserver.yaml,
artemharutyunyan/azure-quickstart-templates,refs/heads/master,couchbase-ansible/InitStorage_RAID.yml,
artemharutyunyan/azure-quickstart-templates,refs/heads/master,ansible-advancedlinux/InitStorage_RAID.yml,
starpit/openwhisk,refs/heads/master,ansible/provision_env_dist.yml,
j00bar/ansible,refs/heads/devel,test/utils/docker/httptester/httptester.yml,
tenex/rails-assets,refs/heads/master,infrastructure/provision-rails-assets.yml,
andrewrothstein/ursula,refs/heads/master,playbooks/ci-full/tasks/pre-deploy.yml,
andrewrothstein/ursula,refs/heads/master,playbooks/ci-allinone/tasks/pre-deploy.yml,
andrewrothstein/ursula,refs/heads/master,playbooks/vagrant/predeploy.yml,
andrewrothstein/ursula,refs/heads/master,upgrade.yml,
m-lab/ndt-e2e-ansible,refs/heads/master,prepare.yml,
